DNR_ID,site,date,species,group,value,units,planktonType
62_0055,201,2019-10-24,leptodora,,0,thou/m3,zooplankton
62_0055,201,2019-10-24,nauplii,,2.193918047,thou/m3,zooplankton
62_0055,201,2019-10-24,other,,0,thou/m3,zooplankton
62_0055,201,2019-10-24,rotifers,,0.658175414,thou/m3,zooplankton
62_0054,101,2019-10-08,anabaena,cyanophyta (blue-green),175.0791013,no/mL,phytoplankton
62_0231,201,2019-10-08,anabaena,cyanophyta (blue-green),12.89218837,no/mL,phytoplankton
62_0054,101,2019-10-08,ankistrodesmus,cyanophyta (blue-green),10.94244383,no/mL,phytoplankton
62_0055,201,2019-10-08,ankistrodesmus,cyanophyta (blue-green),425.2631579,no/mL,phytoplankton
62_0231,201,2019-10-08,asterionella,cyanophyta (blue-green),12.89218837,no/mL,phytoplankton
62_0055,201,2019-10-08,asterionella,cyanophyta (blue-green),22.38227147,no/mL,phytoplankton
62_0054,101,2019-10-08,ceratium,cyanophyta (blue-green),229.7913204,no/mL,phytoplankton
62_0231,201,2019-10-08,ceratium,cyanophyta (blue-green),135.3679778,no/mL,phytoplankton
62_0054,101,2019-10-08,chloroccum,cyanophyta (blue-green),43.76977532,no/mL,phytoplankton
62_0055,201,2019-10-08,crucigenia,cyanophyta (blue-green),89.52908587,no/mL,phytoplankton
62_0054,101,2019-10-08,cryptomonas,cyanophyta (blue-green),481.4675285,no/mL,phytoplankton
62_0055,201,2019-10-08,cryptomonas,cyanophyta (blue-green),828.1440443,no/mL,phytoplankton
62_0231,201,2019-10-08,cryptomonas,cyanophyta (blue-green),116.0296953,no/mL,phytoplankton
62_0231,201,2019-10-08,dinobryon,cyanophyta (blue-green),322.3047091,no/mL,phytoplankton
62_0054,101,2019-10-08,fragilaria,cyanophyta (blue-green),65.65466297,no/mL,phytoplankton
62_0055,201,2019-10-08,fragilaria,cyanophyta (blue-green),22.38227147,no/mL,phytoplankton
62_0054,101,2019-10-08,gloeocapsa,cyanophyta (blue-green),21.88488766,no/mL,phytoplankton
62_0054,101,2019-10-08,haemetococcus,chlorophyta (green),10.94244383,no/mL,phytoplankton
62_0231,201,2019-10-08,haemetococcus,chlorophyta (green),19.33828255,no/mL,phytoplankton
62_0055,201,2019-10-08,haemetococcus,chlorophyta (green),671.468144,no/mL,phytoplankton
62_0231,201,2019-10-08,mallomonas,chlorophyta (green),19.33828255,no/mL,phytoplankton
62_0055,201,2019-10-08,microcystis,chlorophyta (green),179.0581717,no/mL,phytoplankton
62_0231,201,2019-10-08,microcystis,chlorophyta (green),6.446094183,no/mL,phytoplankton
62_0054,101,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0055,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0231,201,2019-10-08,NaN,NaN,0,no/mL,phytoplankton
62_0054,101,2019-10-08,oscillatoria,chlorophyta (green),547.1221914,no/mL,phytoplankton
62_0055,201,2019-10-08,pediastrum,chlorophyta (green),402.8808864,no/mL,phytoplankton
62_0055,201,2019-10-08,scenedesmus,chlorophyta (green),1119.113573,no/mL,phytoplankton
62_0055,201,2019-10-08,staurastrum,chlorophyta (green),44.76454294,no/mL,phytoplankton
62_0231,201,2019-10-08,stephanodiscus,chlorophyta (green),12.89218837,no/mL,phytoplankton
62_0054,101,2019-10-08,bosmina,,0.050277289,thou/m3,zooplankton
62_0055,201,2019-10-08,bosmina,,103.7860356,thou/m3,zooplankton
62_0231,201,2019-10-08,bosmina,,21.30842903,thou/m3,zooplankton
62_0054,101,2019-10-08,calanoid,,2.061368831,thou/m3,zooplankton
62_0055,201,2019-10-08,calanoid,,17.89414407,thou/m3,zooplankton
62_0231,201,2019-10-08,calanoid,,9.214455796,thou/m3,zooplankton
62_0054,101,2019-10-08,ceriodaphnia,,0,thou/m3,zooplankton
62_0055,201,2019-10-08,ceriodaphnia,,13.12237232,thou/m3,zooplankton
62_0231,201,2019-10-08,ceriodaphnia,,0,thou/m3,zooplankton
62_0054,101,2019-10-08,chydorus,,0.251386443,thou/m3,zooplankton
62_0055,201,2019-10-08,chydorus,,1481.635129,thou/m3,zooplankton
62_0231,201,2019-10-08,chydorus,,10.94216626,thou/m3,zooplankton
62_0054,101,2019-10-08,cyclopoid,,3.268023757,thou/m3,zooplankton
62_0055,201,2019-10-08,cyclopoid,,72.76951921,thou/m3,zooplankton
62_0231,201,2019-10-08,cyclopoid,,6.33493836,thou/m3,zooplankton
62_0054,101,2019-10-08,daphnia,,2.664696294,thou/m3,zooplankton
62_0055,201,2019-10-08,daphnia,,28.63063051,thou/m3,zooplankton
62_0231,201,2019-10-08,daphnia,,2.303613949,thou/m3,zooplankton
62_0054,101,2019-10-08,diaphnosoma,,0,thou/m3,zooplankton
62_0055,201,2019-10-08,diaphnosoma,,14.31531525,thou/m3,zooplankton
62_0231,201,2019-10-08,diaphnosoma,,2.495581778,thou/m3,zooplankton
62_0054,101,2019-10-08,leptodora,,0.050277289,thou/m3,zooplankton
62_0055,201,2019-10-08,leptodora,,0,thou/m3,zooplankton
62_0231,201,2019-10-08,leptodora,,0,thou/m3,zooplankton
62_0054,101,2019-10-08,nauplii,,1.608873234,thou/m3,zooplankton
62_0055,201,2019-10-08,nauplii,,19.08708701,thou/m3,zooplankton
62_0231,201,2019-10-08,nauplii,,2.879517436,thou/m3,zooplankton
62_0054,101,2019-10-08,other,,0,thou/m3,zooplankton
62_0055,201,2019-10-08,other,,0,thou/m3,zooplankton
62_0231,201,2019-10-08,other,,0,thou/m3,zooplankton
62_0054,101,2019-10-08,rotifers,,0.100554577,thou/m3,zooplankton
62_0055,201,2019-10-08,rotifers,,11.92942938,thou/m3,zooplankton
62_0231,201,2019-10-08,rotifers,,2.687549607,thou/m3,zooplankton
62_0047,201,2019-10-07,coelastrum,cyanophyta (blue-green),50.13628809,no/mL,phytoplankton
62_0047,201,2019-10-07,cryptomonas,cyanophyta (blue-green),2506.814404,no/mL,phytoplankton
62_0225,201,2019-10-07,cryptomonas,cyanophyta (blue-green),1615.502616,no/mL,phytoplankton
62_0225,201,2019-10-07,haemetococcus,chlorophyta (green),27.85349338,no/mL,phytoplankton
62_0047,201,2019-10-07,haemetococcus,chlorophyta (green),50.13628809,no/mL,phytoplankton
62_0047,201,2019-10-07,mallomonas,chlorophyta (green),150.4088643,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0225,201,2019-10-07,NaN,NaN,0,no/mL,phytoplankton
62_0047,201,2019-10-07,bosmina,,73.49625457,thou/m3,zooplankton
62_0225,201,2019-10-07,bosmina,,33.690354,thou/m3,zooplankton
62_0047,201,2019-10-07,calanoid,,0.548479512,thou/m3,zooplankton
62_0225,201,2019-10-07,calanoid,,0.693217161,thou/m3,zooplankton
62_0047,201,2019-10-07,ceriodaphnia,,5.484795117,thou/m3,zooplankton
62_0225,201,2019-10-07,ceriodaphnia,,0.831860593,thou/m3,zooplankton
62_0047,201,2019-10-07,chydorus,,1.096959023,thou/m3,zooplankton
62_0225,201,2019-10-07,chydorus,,0,thou/m3,zooplankton
62_0047,201,2019-10-07,cyclopoid,,28.52093461,thou/m3,zooplankton
62_0225,201,2019-10-07,cyclopoid,,9.982327113,thou/m3,zooplankton
62_0047,201,2019-10-07,daphnia,,8.775672187,thou/m3,zooplankton
62_0225,201,2019-10-07,daphnia,,0.554573728,thou/m3,zooplankton
62_0047,201,2019-10-07,diaphnosoma,,0.548479512,thou/m3,zooplankton
62_0225,201,2019-10-07,diaphnosoma,,0,thou/m3,zooplankton
62_0047,201,2019-10-07,leptodora,,0,thou/m3,zooplankton
62_0225,201,2019-10-07,leptodora,,0,thou/m3,zooplankton
62_0047,201,2019-10-07,nauplii,,18.09982389,thou/m3,zooplankton
62_0225,201,2019-10-07,nauplii,,4.159302964,thou/m3,zooplankton
62_0047,201,2019-10-07,other,,0,thou/m3,zooplankton
62_0225,201,2019-10-07,other,,0,thou/m3,zooplankton
62_0047,201,2019-10-07,rotifers,,0,thou/m3,zooplankton
62_0225,201,2019-10-07,rotifers,,0.277286864,thou/m3,zooplankton
82_0167,234,2019-09-27,anabaena,cyanophyta (blue-green),11.39461093,no/mL,phytoplankton
82_0167,234,2019-09-27,cryptomonas,cyanophyta (blue-green),284.8652732,no/mL,phytoplankton
82_0167,234,2019-09-27,mallomonas,chlorophyta (green),5.697305465,no/mL,phytoplankton
82_0167,234,2019-09-27,microcystis,chlorophyta (green),68.36766558,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,NaN,NaN,0,no/mL,phytoplankton
82_0167,234,2019-09-27,bosmina,,1.351610225,thou/m3,zooplankton
82_0167,234,2019-09-27,calanoid,,0.381976803,thou/m3,zooplankton
82_0167,234,2019-09-27,ceriodaphnia,,0,thou/m3,zooplankton
82_0167,234,2019-09-27,chydorus,,0,thou/m3,zooplankton
82_0167,234,2019-09-27,cyclopoid,,1.380993056,thou/m3,zooplankton
82_0167,234,2019-09-27,daphnia,,1.998032507,thou/m3,zooplankton
82_0167,234,2019-09-27,diaphnosoma,,0.176296986,thou/m3,zooplankton
82_0167,234,2019-09-27,leptodora,,0,thou/m3,zooplankton
82_0167,234,2019-09-27,nauplii,,1.351610225,thou/m3,zooplankton
82_0167,234,2019-09-27,other,,0,thou/m3,zooplankton
82_0167,234,2019-09-27,rotifers,,0.29382831,thou/m3,zooplankton
02_0003,204,2019-09-26,anabaena,cyanophyta (blue-green),17.01052632,no/mL,phytoplankton
62_0002,207,2019-09-26,ceratium,cyanophyta (blue-green),596.8605725,no/mL,phytoplankton
02_0003,204,2019-09-26,cryptomonas,cyanophyta (blue-green),34.02105263,no/mL,phytoplankton
62_0002,207,2019-09-26,fragilaria,cyanophyta (blue-green),23.8744229,no/mL,phytoplankton
02_0003,204,2019-09-26,mallomonas,chlorophyta (green),1.790581717,no/mL,phytoplankton
02_0003,204,2019-09-26,microcystis,chlorophyta (green),5.371745152,no/mL,phytoplankton
62_0002,207,2019-09-26,microcystis,chlorophyta (green),11.93721145,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
62_0002,207,2019-09-26,NaN,NaN,0,no/mL,phytoplankton
02_0003,204,2019-09-26,oscillatoria,chlorophyta (green),12.53407202,no/mL,phytoplankton
62_0002,207,2019-09-26,oscillatoria,chlorophyta (green),71.6232687,no/mL,phytoplankton
62_0002,207,2019-09-26,pediastrum,chlorophyta (green),11.93721145,no/mL,phytoplankton
02_0003,204,2019-09-26,scenedesmus,chlorophyta (green),7.16232687,no/mL,phytoplankton
02_0003,204,2019-09-26,bosmina,,9.50240754,thou/m3,zooplankton
62_0002,207,2019-09-26,bosmina,,3.685096719,thou/m3,zooplankton
02_0003,204,2019-09-26,calanoid,,2.346273467,thou/m3,zooplankton
62_0002,207,2019-09-26,calanoid,,6.598894125,thou/m3,zooplankton
02_0003,204,2019-09-26,ceriodaphnia,,0.23462734700000001,thou/m3,zooplankton
62_0002,207,2019-09-26,ceriodaphnia,,0.085699924,thou/m3,zooplankton
02_0003,204,2019-09-26,chydorus,,0.35194102,thou/m3,zooplankton
62_0002,207,2019-09-26,chydorus,,0.856999237,thou/m3,zooplankton
02_0003,204,2019-09-26,cyclopoid,,2.46358714,thou/m3,zooplankton
62_0002,207,2019-09-26,cyclopoid,,2.742397558,thou/m3,zooplankton
02_0003,204,2019-09-26,daphnia,,1.877018773,thou/m3,zooplankton
62_0002,207,2019-09-26,daphnia,,2.31389794,thou/m3,zooplankton
02_0003,204,2019-09-26,diaphnosoma,,0.117313673,thou/m3,zooplankton
62_0002,207,2019-09-26,diaphnosoma,,0,thou/m3,zooplankton
02_0003,204,2019-09-26,leptodora,,0,thou/m3,zooplankton
62_0002,207,2019-09-26,leptodora,,0,thou/m3,zooplankton
02_0003,204,2019-09-26,nauplii,,11.73136733,thou/m3,zooplankton
62_0002,207,2019-09-26,nauplii,,6.513194201,thou/m3,zooplankton
02_0003,204,2019-09-26,other,,0,thou/m3,zooplankton
62_0002,207,2019-09-26,other,,0,thou/m3,zooplankton
02_0003,204,2019-09-26,rotifers,,4.92717428,thou/m3,zooplankton
62_0002,207,2019-09-26,rotifers,,1.028399084,thou/m3,zooplankton
62_0075,202,2019-09-23,anabaena,cyanophyta (blue-green),89.52908587,no/mL,phytoplankton
62_0061,208,2019-09-23,anabaena,cyanophyta (blue-green),119.3721145,no/mL,phytoplankton
62_0061,208,2019-09-23,aphanocapsa,cyanophyta (blue-green),1641.366574,no/mL,phytoplankton
62_0075,202,2019-09-23,ceratium,cyanophyta (blue-green),89.52908587,no/mL,phytoplankton
62_0061,208,2019-09-23,crucigenia,cyanophyta (blue-green),29.84302862,no/mL,phytoplankton
62_0075,202,2019-09-23,cryptomonas,cyanophyta (blue-green),805.7617729,no/mL,phytoplankton
62_0061,208,2019-09-23,dinobryon,cyanophyta (blue-green),89.52908587,no/mL,phytoplankton
62_0075,202,2019-09-23,euglena,cyanophyta (blue-green),358.1163435,no/mL,phytoplankton
62_0061,208,2019-09-23,gloeocapsa,cyanophyta (blue-green),29.84302862,no/mL,phytoplankton
62_0075,202,2019-09-23,gomphosphaeria,cyanophyta (blue-green),895.2908587,no/mL,phytoplankton
62_0075,202,2019-09-23,haemetococcus,chlorophyta (green),89.52908587,no/mL,phytoplankton
62_0061,208,2019-09-23,lyngbya,chlorophyta (green),29.84302862,no/mL,phytoplankton
62_0075,202,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0061,208,2019-09-23,NaN,NaN,0,no/mL,phytoplankton
62_0075,202,2019-09-23,oscillatoria,chlorophyta (green),5998.448753,no/mL,phytoplankton
62_0061,208,2019-09-23,oscillatoria,chlorophyta (green),537.1745152,no/mL,phytoplankton
62_0075,202,2019-09-23,quadrigula,chlorophyta (green),268.5872576,no/mL,phytoplankton
62_0061,208,2019-09-23,quadrigula,chlorophyta (green),59.68605725,no/mL,phytoplankton
62_0075,202,2019-09-23,staurastrum,chlorophyta (green),89.52908587,no/mL,phytoplankton
62_0061,208,2019-09-23,bosmina,,1.018604807,thou/m3,zooplankton
62_0075,202,2019-09-23,bosmina,,5.158449807,thou/m3,zooplankton
62_0061,208,2019-09-23,calanoid,,2.342791057,thou/m3,zooplankton
62_0075,202,2019-09-23,calanoid,,4.845816486,thou/m3,zooplankton
62_0061,208,2019-09-23,ceriodaphnia,,0,thou/m3,zooplankton
62_0075,202,2019-09-23,ceriodaphnia,,0,thou/m3,zooplankton
62_0061,208,2019-09-23,chydorus,,1.629767692,thou/m3,zooplankton
62_0075,202,2019-09-23,chydorus,,0.468949982,thou/m3,zooplankton
62_0061,208,2019-09-23,cyclopoid,,5.093024037,thou/m3,zooplankton
62_0075,202,2019-09-23,cyclopoid,,8.284783024,thou/m3,zooplankton
62_0061,208,2019-09-23,daphnia,,0.916744327,thou/m3,zooplankton
62_0075,202,2019-09-23,daphnia,,0.468949982,thou/m3,zooplankton
62_0061,208,2019-09-23,diaphnosoma,,0.305581442,thou/m3,zooplankton
62_0075,202,2019-09-23,diaphnosoma,,1.406849947,thou/m3,zooplankton
62_0061,208,2019-09-23,leptodora,,0,thou/m3,zooplankton
62_0075,202,2019-09-23,leptodora,,0,thou/m3,zooplankton
62_0061,208,2019-09-23,nauplii,,1.527907211,thou/m3,zooplankton
62_0075,202,2019-09-23,nauplii,,19.07063262,thou/m3,zooplankton
62_0061,208,2019-09-23,other,,0,thou/m3,zooplankton
62_0075,202,2019-09-23,other,,0,thou/m3,zooplankton
62_0061,208,2019-09-23,rotifers,,1.42604673,thou/m3,zooplankton
62_0075,202,2019-09-23,rotifers,,0.781583304,thou/m3,zooplankton
62_0078,101,2019-09-19,anabaena,cyanophyta (blue-green),322.3047091,no/mL,phytoplankton
62_0057,401,2019-09-19,anabaena,cyanophyta (blue-green),358.1163435,no/mL,phytoplankton
62_0057,401,2019-09-19,ankistrodesmus,cyanophyta (blue-green),179.0581717,no/mL,phytoplankton
62_0057,401,2019-09-19,ceratium,cyanophyta (blue-green),179.0581717,no/mL,phytoplankton
62_0078,101,2019-09-19,cryptomonas,cyanophyta (blue-green),966.9141274,no/mL,phytoplankton
62_0078,101,2019-09-19,mallomonas,chlorophyta (green),161.1523546,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0078,101,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
62_0057,401,2019-09-19,NaN,NaN,0,no/mL,phytoplankton
