DNR_ID,site,date,species,concentration
62_0047,201,2020-06-11,naupli,40.60119585
62_0047,201,2020-07-01,naupli,51.06344254
62_0047,201,2020-07-23,naupli,34.55420924
62_0047,201,2020-08-06,naupli,3.702236704
62_0047,201,2020-08-26,naupli,11.33524324
62_0047,201,2020-09-11,naupli,65.8175414
62_0047,201,2020-10-09,naupli,3.359437009
62_0054,101,2020-07-17,naupli,15.11061055
62_0054,101,2020-04-13,naupli,12.81042459
62_0054,101,2020-05-04,naupli,6.65793185
62_0054,101,2020-05-18,naupli,0.20225182
62_0054,101,2020-06-10,naupli,13.02442955
62_0054,101,2020-06-25,naupli,1.599731909
62_0054,101,2020-08-05,naupli,7.678713164
62_0054,101,2020-08-20,naupli,4.607227898
62_0054,101,2020-09-10,naupli,4.387836093
62_0054,101,2020-10-08,naupli,1.096959023
62_0055,201,2020-04-10,naupli,11.65518962
62_0055,201,2020-05-01,naupli,20.22518199
62_0055,201,2020-05-17,naupli,36.09680786
62_0055,201,2020-05-21,naupli,43.70696109
62_0055,201,2020-05-26,naupli,83.64312553
62_0055,201,2020-06-26,naupli,36.21335976
62_0055,201,2020-07-14,naupli,56.4542126
62_0055,201,2020-08-03,naupli,8.462255323
62_0055,201,2020-08-20,naupli,6.58175414
62_0055,201,2020-09-06,naupli,32.08605143
62_0055,201,2020-09-09,naupli,0.940250591
62_0055,201,2020-10-05,naupli,3.085197253
62_0055,201,2020-10-23,naupli,0.731306016
62_0057,401,2020-05-07,naupli,20.29374193
62_0057,401,2020-06-02,naupli,2.248765998
62_0057,401,2020-06-15,naupli,8.470090745
62_0057,401,2020-07-02,naupli,14.10963544
62_0057,401,2020-07-22,naupli,11.28953662
62_0057,401,2020-08-07,naupli,10.96959023
62_0057,401,2020-08-27,naupli,8.912792065
62_0057,401,2020-09-17,naupli,6.298944392
62_0061,208,2020-05-08,naupli,11.78447408
62_0061,208,2020-05-28,naupli,13.72569978
62_0061,208,2020-06-16,naupli,4.244186698
62_0061,208,2020-07-06,naupli,16.61109378
62_0061,208,2020-07-24,naupli,6.522988478
62_0061,208,2020-08-12,naupli,3.164304875
62_0061,208,2020-09-02,naupli,4.231127662
62_0061,208,2020-09-15,naupli,4.113596338
62_0067,202,2020-05-27,naupli,10.94216626
62_0067,202,2020-06-12,naupli,3.99475911
62_0067,202,2020-06-29,naupli,17.2990438
62_0067,202,2020-07-21,naupli,25.76756746
62_0067,202,2020-08-10,naupli,1.599731909
62_0067,202,2020-08-22,naupli,4.031324411
62_0067,202,2020-09-17,naupli,2.154740939
62_0067,202,2020-05-06,naupli,9.402505915
62_0075,202,2020-05-08,naupli,81.39435953
62_0075,202,2020-05-28,naupli,52.18096954
62_0075,202,2020-06-16,naupli,80.50308033
62_0075,202,2020-07-06,naupli,40.10756429
62_0075,202,2020-07-24,naupli,8.912792065
62_0075,202,2020-08-12,naupli,23.03613949
62_0075,202,2020-09-02,naupli,25.77853705
62_0075,202,2020-09-15,naupli,12.61502877
62_0078,101,2020-05-06,naupli,2.262477986
62_0078,101,2020-05-27,naupli,8.361265445
62_0078,101,2020-06-15,naupli,8.665976285
62_0078,101,2020-07-02,naupli,11.84715745
62_0078,101,2020-07-22,naupli,10.09202301
62_0078,101,2020-08-07,naupli,6.627460766
62_0078,101,2020-08-27,naupli,6.58175414
62_0078,101,2020-09-17,naupli,2.938283098
62_0083,204,2020-05-06,naupli,21.55524481
62_0083,204,2020-05-27,naupli,20.32116591
62_0083,204,2020-06-12,naupli,3.427996948
62_0083,204,2020-07-21,naupli,34.73703574
62_0083,204,2020-08-10,naupli,2.742397558
62_0083,204,2020-08-24,naupli,1.974526242
62_0083,204,2020-09-14,naupli,8.556280382
62_0083,204,2020-06-29,naupli,12.96468446
62_0225,201,2020-04-15,naupli,3.619964777
62_0225,201,2020-05-05,naupli,10.65617337
62_0225,201,2020-05-20,naupli,14.98491733
62_0225,201,2020-06-11,naupli,1.655722526
62_0225,201,2020-07-01,naupli,162.3499355
62_0225,201,2020-07-23,naupli,64.75714768
62_0225,201,2020-08-06,naupli,26.32701656
62_0225,201,2020-08-26,naupli,36.56530078
62_0225,201,2020-09-11,naupli,12.34078901
62_0225,201,2020-10-09,naupli,3.393716979
62_0231,201,2020-04-13,naupli,56.7996241
62_0231,201,2020-05-04,naupli,136.1435844
62_0231,201,2020-05-18,naupli,3.875921883
62_0231,201,2020-06-10,naupli,10.61307855
62_0231,201,2020-06-26,naupli,1.371198779
62_0231,201,2020-07-17,naupli,15.47260702
62_0231,201,2020-08-05,naupli,3.839356582
62_0231,201,2020-08-20,naupli,3.085197253
62_0231,201,2020-09-10,naupli,8.227192675
62_0231,201,2020-10-08,naupli,8.912792065
82_0167,234,2020-05-14,naupli,2.054512837
82_0167,234,2020-06-08,naupli,2.170071111
82_0167,234,2020-06-24,naupli,2.575469011
82_0167,234,2020-07-16,naupli,1.932533279
82_0167,234,2020-07-31,naupli,7.008349316
82_0167,234,2020-08-21,naupli,3.016637314
82_0167,234,2020-09-04,naupli,1.762969859
82_0167,234,2020-09-23,naupli,2.056798169
02_0003,204,2020-05-13,rotifers,2.673837619
02_0003,204,2020-06-04,rotifers,0.891279206
02_0003,204,2020-06-25,rotifers,2.895971822
02_0003,204,2020-07-15,rotifers,2.239624673
02_0003,204,2020-07-31,rotifers,2.742397558
02_0003,204,2020-08-18,rotifers,0
02_0003,204,2020-09-04,rotifers,0
02_0003,204,2020-09-24,rotifers,0.102839908
62_0002,207,2020-05-13,rotifers,2.396855466
62_0002,207,2020-06-04,rotifers,1.851118352
62_0002,207,2020-06-24,rotifers,2.365317894
62_0002,207,2020-07-15,rotifers,1.030684416
62_0002,207,2020-07-31,rotifers,2.468157803
62_0002,207,2020-08-18,rotifers,0
62_0002,207,2020-09-04,rotifers,0
62_0002,207,2020-09-24,rotifers,0
62_0047,201,2020-04-15,rotifers,0.901944086
62_0047,201,2020-05-05,rotifers,0.390029875
62_0047,201,2020-05-20,rotifers,0.874139222
62_0047,201,2020-06-11,rotifers,0
62_0047,201,2020-07-01,rotifers,1.042111072
62_0047,201,2020-07-23,rotifers,0
62_0047,201,2020-08-06,rotifers,206.708216
62_0047,201,2020-08-26,rotifers,8.775672187
62_0047,201,2020-09-11,rotifers,1.096959023
62_0047,201,2020-10-09,rotifers,0
62_0054,101,2020-07-17,rotifers,3.300018395
62_0054,101,2020-04-13,rotifers,2.07736615
62_0054,101,2020-05-04,rotifers,2.026327085
62_0054,101,2020-05-18,rotifers,0.20225182
62_0054,101,2020-06-10,rotifers,1.553372331
62_0054,101,2020-06-25,rotifers,1.142665649
62_0054,101,2020-08-05,rotifers,0.219391805
62_0054,101,2020-08-20,rotifers,0
62_0054,101,2020-09-10,rotifers,0.156708432
62_0054,101,2020-10-08,rotifers,0
62_0055,201,2020-04-10,rotifers,4.329070431
62_0055,201,2020-05-01,rotifers,9.708087357
62_0055,201,2020-05-17,rotifers,4.812907715
62_0055,201,2020-05-21,rotifers,1.199798932
62_0055,201,2020-05-26,rotifers,3.153757192
62_0055,201,2020-06-26,rotifers,6.513194201
62_0055,201,2020-07-14,rotifers,0.861896375
62_0055,201,2020-08-03,rotifers,0.705187944
62_0055,201,2020-08-20,rotifers,0
62_0055,201,2020-09-06,rotifers,8.814849295
62_0055,201,2020-09-09,rotifers,0
62_0055,201,2020-10-05,rotifers,0.68559939
62_0055,201,2020-10-23,rotifers,330.550319
62_0057,401,2020-05-07,rotifers,1.096959023
62_0057,401,2020-06-02,rotifers,1.927513712
62_0057,401,2020-06-15,rotifers,5.046011507
62_0057,401,2020-07-02,rotifers,4.031324411
62_0057,401,2020-07-22,rotifers,0.713023365
62_0057,401,2020-08-07,rotifers,0
62_0057,401,2020-08-27,rotifers,0
62_0057,401,2020-09-17,rotifers,0.128549886
62_0061,208,2020-05-08,rotifers,2.025456482
62_0061,208,2020-05-28,rotifers,0.356511683
62_0061,208,2020-06-16,rotifers,1.828265039
62_0061,208,2020-07-06,rotifers,1.661109378
62_0061,208,2020-07-24,rotifers,7.757067379
62_0061,208,2020-08-12,rotifers,0.210953658
62_0061,208,2020-09-02,rotifers,0.235062648
62_0061,208,2020-09-15,rotifers,0.822719268
62_0067,202,2020-05-27,rotifers,0.223309515
62_0067,202,2020-06-12,rotifers,0.210250479
62_0067,202,2020-06-29,rotifers,0.833688858
62_0067,202,2020-07-21,rotifers,0.888536809
62_0067,202,2020-08-10,rotifers,0
62_0067,202,2020-08-22,rotifers,0
62_0067,202,2020-09-17,rotifers,0
62_0067,202,2020-05-06,rotifers,1.958855399
62_0075,202,2020-05-08,rotifers,16.12529764
62_0075,202,2020-05-28,rotifers,2.063654163
62_0075,202,2020-06-16,rotifers,9.769791302
62_0075,202,2020-07-06,rotifers,4.319276154
62_0075,202,2020-07-24,rotifers,0
62_0075,202,2020-08-12,rotifers,0
62_0075,202,2020-09-02,rotifers,0
62_0075,202,2020-09-15,rotifers,0
62_0078,101,2020-05-06,rotifers,0.452495597
62_0078,101,2020-05-27,rotifers,0.511914211
62_0078,101,2020-06-15,rotifers,3.481865471
62_0078,101,2020-07-02,rotifers,1.096959023
62_0078,101,2020-07-22,rotifers,1.009202301
62_0078,101,2020-08-07,rotifers,0
62_0078,101,2020-08-27,rotifers,0.493631561
62_0078,101,2020-09-17,rotifers,0
62_0083,204,2020-05-06,rotifers,2.303613949
62_0083,204,2020-05-27,rotifers,5.731610897
62_0083,204,2020-06-12,rotifers,0
62_0083,204,2020-07-21,rotifers,1.828265039
62_0083,204,2020-08-10,rotifers,0
62_0083,204,2020-08-24,rotifers,0
62_0083,204,2020-09-14,rotifers,0
62_0083,204,2020-06-29,rotifers,3.931912499
62_0225,201,2020-04-15,rotifers,1.508318657
62_0225,201,2020-05-05,rotifers,0.156708432
62_0225,201,2020-05-20,rotifers,2.845237467
62_0225,201,2020-06-11,rotifers,0
62_0225,201,2020-07-01,rotifers,21.93918047
62_0225,201,2020-07-23,rotifers,6.307514384
62_0225,201,2020-08-06,rotifers,2.056798169
62_0225,201,2020-08-26,rotifers,1.828265039
62_0225,201,2020-09-11,rotifers,3.085197253
62_0225,201,2020-10-09,rotifers,0.617039451
62_0231,201,2020-04-13,rotifers,0
62_0231,201,2020-05-04,rotifers,7.601926032
62_0231,201,2020-05-18,rotifers,0.484490235
62_0231,201,2020-06-10,rotifers,2.714973583
62_0231,201,2020-06-26,rotifers,0.822719268
62_0231,201,2020-07-17,rotifers,12.72746707
62_0231,201,2020-08-05,rotifers,2.193918047
62_0231,201,2020-08-20,rotifers,0.342799695
62_0231,201,2020-09-10,rotifers,0.365653008
62_0231,201,2020-10-08,rotifers,0
82_0167,234,2020-05-14,rotifers,0.265098431
82_0167,234,2020-06-08,rotifers,0.500785641
82_0167,234,2020-06-24,rotifers,0.429244835
82_0167,234,2020-07-16,rotifers,0.046849292
82_0167,234,2020-07-31,rotifers,0
82_0167,234,2020-08-21,rotifers,0
82_0167,234,2020-09-04,rotifers,0
82_0167,234,2020-09-23,rotifers,0
02_0003,204,2020-05-13,daphnia,3.702236704
02_0003,204,2020-06-04,daphnia,26.20360867
02_0003,204,2020-06-25,daphnia,1.689316896
02_0003,204,2020-07-15,daphnia,1.919678291
02_0003,204,2020-07-31,daphnia,0
02_0003,204,2020-08-18,daphnia,1.974526242
02_0003,204,2020-09-04,daphnia,0.137119878
02_0003,204,2020-09-24,daphnia,0
62_0002,207,2020-05-13,daphnia,12.99347963
62_0002,207,2020-06-04,daphnia,9.461271576
62_0002,207,2020-06-24,daphnia,4.415260069
62_0002,207,2020-07-15,daphnia,0.749588666
62_0002,207,2020-07-31,daphnia,2.468157803
62_0002,207,2020-08-18,daphnia,10.66487939
62_0002,207,2020-09-04,daphnia,0.487537344
62_0002,207,2020-09-24,daphnia,1.325492153
62_0047,201,2020-04-15,daphnia,0.901944086
62_0047,201,2020-05-05,daphnia,3.120239
62_0047,201,2020-05-20,daphnia,1.573450599
62_0047,201,2020-06-11,daphnia,66.51685278
62_0047,201,2020-07-01,daphnia,6.773721969
62_0047,201,2020-07-23,daphnia,8.638552309
62_0047,201,2020-08-06,daphnia,2.468157803
62_0047,201,2020-08-26,daphnia,32.9087707
62_0047,201,2020-09-11,daphnia,57.04186921
62_0047,201,2020-10-09,daphnia,14.39758718
62_0054,101,2020-07-17,daphnia,2.952648038
62_0054,101,2020-04-13,daphnia,0.346227692
62_0054,101,2020-05-04,daphnia,2.315802383
62_0054,101,2020-05-18,daphnia,11.32610192
62_0054,101,2020-06-10,daphnia,3.226234842
62_0054,101,2020-06-25,daphnia,6.855993896
62_0054,101,2020-08-05,daphnia,2.632701656
62_0054,101,2020-08-20,daphnia,1.919678291
62_0054,101,2020-09-10,daphnia,1.567084319
62_0054,101,2020-10-08,daphnia,0.617039451
62_0055,201,2020-04-10,daphnia,0.832513545
62_0055,201,2020-05-01,daphnia,5.663050958
62_0055,201,2020-05-17,daphnia,4.278140191
62_0055,201,2020-05-21,daphnia,4.799195727
62_0055,201,2020-05-26,daphnia,1.096959023
62_0055,201,2020-06-26,daphnia,2.865805449
62_0055,201,2020-07-14,daphnia,14.2212902
62_0055,201,2020-08-03,daphnia,0.705187944
62_0055,201,2020-08-20,daphnia,5.759034873
62_0055,201,2020-09-06,daphnia,3.525939718
62_0055,201,2020-09-09,daphnia,0.940250591
62_0055,201,2020-10-05,daphnia,3.085197253
62_0055,201,2020-10-23,daphnia,3.656530078
62_0057,401,2020-05-07,daphnia,0.959839145
62_0057,401,2020-06-02,daphnia,9.958820848
62_0057,401,2020-06-15,daphnia,1.441717574
62_0057,401,2020-07-02,daphnia,1.119812336
62_0057,401,2020-07-22,daphnia,2.495581778
62_0057,401,2020-08-07,daphnia,1.142665649
62_0057,401,2020-08-27,daphnia,14.39758718
62_0057,401,2020-09-17,daphnia,6.684594049
62_0061,208,2020-05-08,daphnia,3.314383335
62_0061,208,2020-05-28,daphnia,7.843257017
62_0061,208,2020-06-16,daphnia,3.591234898
62_0061,208,2020-07-06,daphnia,5.398605479
